"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","DEWP","DEWP_ATTRIBUTES","FRSHTT","FRSHTT_ATTRIBUTES","GUST","GUST_ATTRIBUTES","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","MXSPD","MXSPD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","SNDP","SNDP_ATTRIBUTES","STP","STP_ATTRIBUTES","TEMP","TEMP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES"
"72698024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.59578","-122.60919","6.7","2016-01-01","  18.1","24","000000",," 39.0",,"  39.0"," ","  30.9"," "," 27.0",," 0.00","G","1032.0","24","999.9",,"028.2","24","  33.9","24"," 10.0","24"," 19.8","24"
"72698024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.59578","-122.60919","6.7","2016-01-02","  16.1","24","000000",," 36.9",,"  37.0"," ","  28.0"," "," 28.0",," 0.00","G","1024.8","24","999.9",,"021.1","24","  31.8","24"," 10.0","24"," 21.8","24"
"72698024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.59578","-122.60919","6.7","2016-01-03","  18.0","24","011000",," 29.9",,"  36.0"," ","  28.0"," "," 22.9",," 0.00","G","1018.3","21","  1.2",,"014.1","24","  29.4","24","  7.9","24"," 15.3","24"
"72698024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.59578","-122.60919","6.7","2016-01-04","  28.0","24","011000",,"999.9",,"  36.0"," ","  28.0"," "," 11.1",," 0.32","G","1009.3","18","  1.2",,"006.2","24","  31.7","24","  7.3","24","  6.2","24"
"72698024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.59578","-122.60919","6.7","2016-01-05","  30.8","24","010000",,"999.9",,"  39.9"," ","  30.9"," "," 11.1",," 0.01","G","1002.4","24","999.9",,"998.7","24","  34.9","24","  8.8","24","  3.1","24"
"72698024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.59578","-122.60919","6.7","2016-01-06","  30.8","24","010000",,"999.9",,"  43.0"," ","  30.0"," "," 18.1",," 0.17","G","1002.7","24","999.9",,"998.9","24","  36.6","24","  9.2","24","  5.0","24"
"72698024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.59578","-122.60919","6.7","2016-01-07","  34.2","24","010000",,"999.9",,"  46.9"," ","  30.0"," "," 11.1",," 0.00","G","1009.6","24","999.9",,"005.8","24","  39.7","24","  9.9","24","  2.3","24"
"72698024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.59578","-122.60919","6.7","2016-01-08","  33.6","24","000000",,"999.9",,"  46.9"," ","  28.9"," ","  7.0",," 0.00","G","1017.2","24","999.9",,"013.5","24","  37.7","24","  9.4","24","  3.1","24"
"72698024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.59578","-122.60919","6.7","2016-01-09","  33.6","24","010000",,"999.9",,"  46.9"," ","  28.9"," "," 13.0",," 0.00","G","1017.6","22","999.9",,"013.9","24","  40.1","24"," 10.0","24","  7.7","24"
"72698024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.59578","-122.60919","6.7","2016-01-10","  32.6","24","000000",," 20.0",,"  50.0"," ","  28.9"," "," 18.1",," 0.03","G","1023.5","24","999.9",,"019.7","24","  40.4","24","  9.7","24","  7.0","24"
"72698024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.59578","-122.60919","6.7","2016-01-11","  32.4","24","010000",," 21.0",,"  50.0"," ","  28.9"," "," 18.1",," 0.00","G","1021.6","23","999.9",,"017.9","24","  41.2","24"," 10.0","24"," 12.2","24"
"72698024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.59578","-122.60919","6.7","2016-01-12","  37.3","24","010000",,"999.9",,"  43.0"," ","  37.9"," "," 18.1",," 0.20","G","1018.3","24","999.9",,"015.1","24","  39.9","24","  8.2","24","  9.6","24"
"72698024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.59578","-122.60919","6.7","2016-01-13","  41.6","24","010000",," 25.1",,"  48.9"," ","  39.0"," "," 19.0",," 0.96","G","1007.3","16","999.9",,"002.8","24","  42.9","24","  8.1","24"," 11.7","24"
"72698024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.59578","-122.60919","6.7","2016-01-14","  41.1","24","010000",,"999.9",,"  48.9"," ","  41.0"," ","  9.9",," 0.87","G","1015.1","20","999.9",,"012.3","24","  43.5","24","  9.4","24","  5.2","24"
"72698024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.59578","-122.60919","6.7","2016-01-15","  38.4","24","010000",,"999.9",,"  46.9"," ","  39.0"," "," 14.0",," 0.16","G","1013.4","23","999.9",,"009.3","24","  41.8","24","  9.7","24","  9.4","24"
"72698024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.59578","-122.60919","6.7","2016-01-16","  41.9","24","010000",," 19.0",,"  52.0"," ","  39.0"," "," 18.1",," 0.28","G","1011.3","18","999.9",,"006.9","24","  45.2","24","  9.1","24"," 11.8","24"
"72698024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.59578","-122.60919","6.7","2016-01-17","  41.8","24","010000",," 22.9",,"  52.0"," ","  42.1"," "," 17.1",," 0.34","G","1011.6","22","999.9",,"007.8","24","  45.4","24","  9.2","24"," 11.9","24"
"72698024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.59578","-122.60919","6.7","2016-01-18","  41.3","24","010000",,"999.9",,"  50.0"," ","  39.9"," "," 15.0",," 0.87","G","1014.6","24","999.9",,"011.1","24","  43.5","24","  9.5","24","  9.4","24"
"72698024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.59578","-122.60919","6.7","2016-01-19","  41.5","24","010000",,"999.9",,"  51.1"," ","  39.9"," "," 15.0",," 0.26","G","1010.6","23","999.9",,"007.0","24","  44.6","24","  8.7","24","  8.4","24"
"72698024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.59578","-122.60919","6.7","2016-01-20","  41.1","24","010000",," 22.0",,"  50.0"," ","  42.1"," "," 15.9",," 0.63","G","1018.3","22","999.9",,"012.9","24","  46.3","24","  9.6","24","  9.3","24"
"72698024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.59578","-122.60919","6.7","2016-01-21","  41.0","24","010000",," 21.0",,"  52.0"," ","  42.1"," "," 18.1",," 0.28","G","1015.0","24","999.9",,"011.3","24","  47.5","24","  9.8","24"," 13.5","24"
"72698024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.59578","-122.60919","6.7","2016-01-22","  44.4","24","010000",," 24.1",,"  59.0"," ","  45.0"," "," 18.1",," 0.40","G","1009.5","24","999.9",,"005.8","24","  50.3","24","  9.4","24"," 10.8","24"
"72698024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.59578","-122.60919","6.7","2016-01-23","  42.9","24","010000",,"999.9",,"  59.0"," ","  44.1"," "," 11.1",," 0.17","G","1007.9","24","999.9",,"004.1","24","  47.7","24","  9.5","24","  5.3","24"
"72698024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.59578","-122.60919","6.7","2016-01-24","  42.0","24","000000",,"999.9",,"  52.0"," ","  37.9"," ","  8.9",," 0.06","G","1017.3","21","999.9",,"013.9","24","  46.2","24"," 10.0","24","  2.8","24"
"72698024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.59578","-122.60919","6.7","2016-01-25","  39.3","24","010000",,"999.9",,"  55.9"," ","  37.9"," "," 11.1",," 0.00","G","1022.7","24","999.9",,"018.9","24","  46.0","24"," 10.0","24","  5.5","24"
"72698024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.59578","-122.60919","6.7","2016-01-26","  40.4","24","010000",," 21.0",,"  55.9"," ","  42.1"," "," 15.9",," 0.00","G","1025.2","21","999.9",,"021.7","24","  47.4","24","  8.7","24"," 10.6","24"
